,Cow,Date,Body Weight (kg),Daily Hay Dry matter (kg),hay intake fresh
899,Cow 15,2022-03-01,457.82313886010206,22.738736193657797,44.80391154621124
900,Cow 16,2022-01-01,447.5914319246504,20.597954049652476,56.91158298819162
901,Cow 16,2022-01-02,554.5491080376189,27.58635782049783,60.799280854483946
902,Cow 16,2022-01-03,549.828158098806,12.594903430113519,67.72870631869951
903,Cow 16,2022-01-04,348.3024945876257,22.786650228957157,56.569129005175235
904,Cow 16,2022-01-05,516.1616076375476,14.411038525260984,58.7982552980837
905,Cow 16,2022-01-06,637.4255402789158,16.57169193319168,46.96885281253819
906,Cow 16,2022-01-07,397.64749641647825,18.23522311041922,39.65686433676221
907,Cow 16,2022-01-08,483.2068467143846,18.743478275115784,46.85982193959798
908,Cow 16,2022-01-09,531.4447844751513,23.538933566444186,33.97121224414214
909,Cow 16,2022-01-10,482.2923924050832,28.342463967787374,38.77369052635633
910,Cow 16,2022-01-11,441.6838052504844,21.581902856526106,49.48996907315317
911,Cow 16,2022-01-12,416.9252108035147,14.433331155246734,44.084057443419375
912,Cow 16,2022-01-13,411.3653276176615,15.840535910793214,66.45221797091244
913,Cow 16,2022-01-14,577.123229655058,28.996127272263696,53.651074356359715
914,Cow 16,2022-01-15,256.51261477058205,26.89763848553774,48.08720285493255
915,Cow 16,2022-01-16,483.04382593600633,25.789420423845655,49.4352494755635
916,Cow 16,2022-01-17,401.51667127356706,17.275653280532325,59.29297773139616
917,Cow 16,2022-01-18,404.2656563749523,20.779493541518328,59.76435038611592
918,Cow 16,2022-01-19,555.4762826865004,22.160742553228033,59.646682903734316
919,Cow 16,2022-01-20,485.9185182037977,20.463258774963226,58.91689758109401
920,Cow 16,2022-01-21,555.9846254295804,28.240259377974965,30.76734369232052
921,Cow 16,2022-01-22,308.0523648557154,17.01093140669814,63.63125805100815
922,Cow 16,2022-01-23,455.51373428564614,15.729451700477268,49.15268988602161
923,Cow 16,2022-01-24,452.3835182060564,23.44782166951766,44.318777318038975
924,Cow 16,2022-01-25,387.0177188016646,23.42203834542521,58.44273689580696
925,Cow 16,2022-01-26,445.0365017152736,15.327073678328638,53.202570054052636
926,Cow 16,2022-01-27,467.19111190921365,20.1609467187307,40.74865955934918
927,Cow 16,2022-01-28,416.55497229736307,12.688410104022458,61.625270106928085
928,Cow 16,2022-01-29,416.64690427110224,25.83501044546372,40.93823716063415
929,Cow 16,2022-01-30,426.4268429984208,17.627519291521267,60.869890225340185
930,Cow 16,2022-01-31,536.8573378202788,25.72711566531317,39.508929732032996
931,Cow 16,2022-02-01,471.20266606411093,25.213246962997296,46.44487206256198
932,Cow 16,2022-02-02,472.51665069417646,12.635937518230737,33.71725920378809
933,Cow 16,2022-02-03,567.3011129159414,20.11769535690737,37.98285801417598
934,Cow 16,2022-02-04,513.5972180272183,22.220489416030915,43.94634646424956
935,Cow 16,2022-02-05,426.9309823065451,20.040223188398812,58.34077662936151
936,Cow 16,2022-02-06,516.7703865021941,17.395076561781895,53.71729854067242
937,Cow 16,2022-02-07,396.76816004886325,17.989343830283993,58.05661931329408
938,Cow 16,2022-02-08,397.31377996803315,18.213073474464803,36.53128283587973
939,Cow 16,2022-02-09,587.7636783505366,14.510131318623136,57.039968338747016
940,Cow 16,2022-02-10,306.79826501726933,28.828803459507853,52.855979171161174
941,Cow 16,2022-02-11,420.6981300652696,25.797326967943224,42.832531899230815
942,Cow 16,2022-02-12,517.7816960183311,24.56138751144094,67.00662873761806
943,Cow 16,2022-02-13,339.10464499672645,24.530859294246486,56.42557851704476
944,Cow 16,2022-02-14,388.4371803785425,17.135042718203913,56.20521082355029
945,Cow 16,2022-02-15,625.5361012577586,30.736481106871167,52.095610082477805
946,Cow 16,2022-02-16,433.75653149799706,15.689165835233599,65.4816904074421
947,Cow 16,2022-02-17,440.3198541930348,24.30312958826017,48.81073824698547
948,Cow 16,2022-02-18,267.0134786644055,23.00208799516428,53.19469588979717
949,Cow 16,2022-02-19,420.7701386438095,17.753505774590803,47.56110812448827
950,Cow 16,2022-02-20,553.3255897846062,17.00162408245174,60.63234788295694
951,Cow 16,2022-02-21,697.2911498878882,22.917504338260116,32.33950415246947
952,Cow 16,2022-02-22,298.91867122172323,15.952739291782194,40.74301478306085
953,Cow 16,2022-02-23,433.5895088883108,19.62447468767647,52.44095705536361
954,Cow 16,2022-02-24,310.5465017521371,18.79824535043156,47.28099928199376
955,Cow 16,2022-02-25,574.9910841218457,23.9495318149306,64.39141257411015
956,Cow 16,2022-02-26,629.5958396667373,23.53110673564841,36.52048201462192
957,Cow 16,2022-02-27,436.97531750759543,16.700338100387437,55.482403762301786
958,Cow 16,2022-02-28,500.98284367915414,26.489563246421746,33.36106549054774
959,Cow 16,2022-03-01,636.6283842133028,17.429241773895683,68.54656053862317
960,Cow 17,2022-01-01,301.78568867935985,9.284542161043827,73.15968993384664
961,Cow 17,2022-01-02,522.8558962879678,22.113402859655338,50.33850470404721
962,Cow 17,2022-01-03,476.5257643324625,11.986857372517207,40.88891887364701
963,Cow 17,2022-01-04,520.0671720142903,12.26987466950727,57.970347959987414
964,Cow 17,2022-01-05,362.6678154722646,20.62701901271434,50.08230087599635
965,Cow 17,2022-01-06,433.40592815494483,13.86706326973547,55.56523841361718
966,Cow 17,2022-01-07,459.1034409020491,19.1008649161141,65.55188141772861
967,Cow 17,2022-01-08,453.80707000210964,22.38508573953561,40.0643053406083
968,Cow 17,2022-01-09,386.8477882915492,16.01797324494315,61.38962800265129
969,Cow 17,2022-01-10,462.4168373868708,33.22261373891493,37.14609336381393
970,Cow 17,2022-01-11,387.72840038842685,15.80895423199334,47.78495749616304
971,Cow 17,2022-01-12,421.1503605578929,25.476630243234876,46.04464071680552
972,Cow 17,2022-01-13,543.476721516894,27.155345217974777,62.909953625622585
973,Cow 17,2022-01-14,422.28838344714285,20.92824011568516,34.46434312621635
974,Cow 17,2022-01-15,491.6327717355938,15.806252112842309,44.22890794448036
975,Cow 17,2022-01-16,571.6849702141766,15.302699239479391,44.43425538566605
976,Cow 17,2022-01-17,711.2413850652704,20.046461434489952,58.45490673403296
977,Cow 17,2022-01-18,431.9247248760855,31.64114331896304,41.1623761707594
978,Cow 17,2022-01-19,434.443880119669,18.893467318731823,60.127977155835936
979,Cow 17,2022-01-20,523.8822240697067,23.2911941956131,49.61167755545029
980,Cow 17,2022-01-21,506.96228353969923,17.97232565407526,59.26015521190199
981,Cow 17,2022-01-22,623.2562619035125,17.355623616335905,46.845859564174546
982,Cow 17,2022-01-23,453.31770814414705,13.441901891201628,47.71303848643559
983,Cow 17,2022-01-24,353.57299121667023,15.410339020835593,46.912476465681486
984,Cow 17,2022-01-25,506.8145297891664,20.212629322582934,50.36924866404543
985,Cow 17,2022-01-26,485.01860991677347,19.122948694621222,49.52111339303519
986,Cow 17,2022-01-27,262.990167835806,26.456826693706418,51.29871904599118
987,Cow 17,2022-01-28,457.35802222488206,15.6112216559305,40.97161500811447
988,Cow 17,2022-01-29,426.0465844658371,14.520870538509332,44.591474363374324
989,Cow 17,2022-01-30,476.63610570108546,18.716608691089913,50.386875819841514
990,Cow 17,2022-01-31,484.02839172010135,16.583673583204043,64.57765261470325
991,Cow 17,2022-02-01,394.97170504408217,21.878808871362573,43.21381418759701
992,Cow 17,2022-02-02,434.6442715291577,15.858100459226987,63.593736524692346
993,Cow 17,2022-02-03,464.1456440805765,23.90869203429714,53.779910987968755
994,Cow 17,2022-02-04,408.79752088772017,26.33185154048742,45.991847633374256
995,Cow 17,2022-02-05,493.0339318554458,14.98871605520618,48.31206195927544
996,Cow 17,2022-02-06,572.1999555000835,10.044612029528462,63.309175796781254
997,Cow 17,2022-02-07,385.3095887705,16.37270102436893,38.33688757453764
998,Cow 17,2022-02-08,423.4706406037362,26.45951313000078,51.61645868954339
999,Cow 17,2022-02-09,515.9211884275888,17.767232002873047,57.00657168438322
1000,Cow 17,2022-02-10,675.5907374384668,20.647528154302055,42.92481348827589
1001,Cow 17,2022-02-11,401.68537919380174,16.586591584660017,49.61932457010976
1002,Cow 17,2022-02-12,210.4117423724072,16.098111078859606,55.45822526445491
1003,Cow 17,2022-02-13,499.87531238770583,25.25525788848478,62.284484111993535
1004,Cow 17,2022-02-14,595.3686447668604,17.104730515767535,49.723026001866906
1005,Cow 17,2022-02-15,444.7059996983679,22.451221039890335,74.24473079604178
1006,Cow 17,2022-02-16,450.305167660689,15.258523735008685,59.280503543098945
1007,Cow 17,2022-02-17,505.019567451491,30.934976653844608,40.26919020859369
1008,Cow 17,2022-02-18,524.4891864706517,23.702667820197604,52.66893056828463
1009,Cow 17,2022-02-19,375.99429753214577,21.18664593084905,53.25116805040794
1010,Cow 17,2022-02-20,362.9690537779001,15.825451417401412,43.314423401613084
1011,Cow 17,2022-02-21,311.13462040237437,20.898135839281196,46.461711586339824
1012,Cow 17,2022-02-22,612.3975969225783,17.937971505531564,47.84940347947028
1013,Cow 17,2022-02-23,469.4680037421129,14.992172798072374,60.97046402927185
1014,Cow 17,2022-02-24,408.9077992550629,26.233757514534087,58.90406499097791
1015,Cow 17,2022-02-25,394.5459260955991,15.306703531938503,54.37830199454403
1016,Cow 17,2022-02-26,467.1372028112666,13.506330598961942,51.97437007561331
1017,Cow 17,2022-02-27,400.0765098010031,19.298555549771255,29.497885671797896
1018,Cow 17,2022-02-28,383.2291445432718,22.314158913554696,38.77620868969246
1019,Cow 17,2022-03-01,479.14833914520443,18.73514877681209,40.34410214960275
1020,Cow 18,2022-01-01,483.3269814765929,25.817837403921484,48.6432140093172
1021,Cow 18,2022-01-02,514.3904789768209,26.298018607384552,47.98323587824635
1022,Cow 18,2022-01-03,516.6094078158321,18.956326972773883,41.71559925222597
1023,Cow 18,2022-01-04,502.5496784060247,21.825685341209073,53.78679936881849
1024,Cow 18,2022-01-05,482.0159989908482,17.841798052014894,46.11767704679918
1025,Cow 18,2022-01-06,493.7648482124465,24.61728931037678,62.13563102282684
1026,Cow 18,2022-01-07,526.5161409044902,15.480183267279257,47.695832205301244
1027,Cow 18,2022-01-08,447.52909035256243,18.21830492262393,60.80131723240285
1028,Cow 18,2022-01-09,424.69198059239255,12.337816912648536,44.616039585605336
1029,Cow 18,2022-01-10,394.8161684071353,20.661412780473487,62.566188610734514
1030,Cow 18,2022-01-11,348.9984572881534,18.97791712637539,31.33877107658393
1031,Cow 18,2022-01-12,281.5613449912943,26.802777960807518,50.47461510148904
1032,Cow 18,2022-01-13,470.4255769349399,15.987061360663533,53.4081465245869
1033,Cow 18,2022-01-14,507.501817692984,15.59254127437047,53.46906846201655
1034,Cow 18,2022-01-15,454.35289209932415,18.186237667014264,66.67037315500137
1035,Cow 18,2022-01-16,460.3679656455854,19.99277125150295,54.357457079427256
1036,Cow 18,2022-01-17,404.19982958558035,23.74992401927303,61.085122203519276
1037,Cow 18,2022-01-18,448.32733331714115,23.21065045478268,58.811691723359665
1038,Cow 18,2022-01-19,548.3560915227903,27.266931629627585,52.08596926184605
1039,Cow 18,2022-01-20,485.4538865656857,20.23901436520428,63.02996797253764
1040,Cow 18,2022-01-21,278.0201576753848,12.959847629533499,50.394321130708434
1041,Cow 18,2022-01-22,427.92688857274646,16.51621463909873,55.73204223200794
1042,Cow 18,2022-01-23,423.79907414832394,20.15339914176315,36.38338608643558
1043,Cow 18,2022-01-24,501.06628384261126,19.05121834200088,56.74119003359339
1044,Cow 18,2022-01-25,463.36271005025213,26.956629662793343,64.01530163311907
1045,Cow 18,2022-01-26,411.0941465990071,19.236452359428455,51.160448264371226
1046,Cow 18,2022-01-27,444.75322200500193,21.950959373261185,44.34568912575401
1047,Cow 18,2022-01-28,421.9914230536952,24.949609291900217,39.75488209681251
1048,Cow 18,2022-01-29,398.7243334346468,24.626100347088773,56.93400030317293
1049,Cow 18,2022-01-30,476.0204359186006,18.055320373404548,46.15078354136866
1050,Cow 18,2022-01-31,501.8023249824523,29.03972751608761,54.14571871317849
1051,Cow 18,2022-02-01,461.79454053830807,22.657733263887657,41.10398192219367
1052,Cow 18,2022-02-02,644.3300357114935,23.413617655537966,34.33753233748025
1053,Cow 18,2022-02-03,335.7244448599556,20.841613874970488,40.65698042365735
1054,Cow 18,2022-02-04,487.97387313455886,17.683868238553917,40.96442790708854
1055,Cow 18,2022-02-05,519.318544831405,18.33017110843893,41.86740194409861
1056,Cow 18,2022-02-06,590.7774124613968,19.061217897780704,48.03181624420658
1057,Cow 18,2022-02-07,453.5552991074685,28.290036567640627,38.24265718034862
1058,Cow 18,2022-02-08,513.4633837331578,12.983149819112038,48.31669565599
1059,Cow 18,2022-02-09,478.9876189730748,19.004416974407285,45.23539709281084
1060,Cow 18,2022-02-10,507.71480586526803,13.346456064107027,31.25177078560297
1061,Cow 18,2022-02-11,566.7085252522683,23.26622119862521,39.13404449958279
1062,Cow 18,2022-02-12,559.9121508741672,23.7603259410333,38.961498015082945
1063,Cow 18,2022-02-13,419.3302335319888,25.117042751776182,61.94802005725769
1064,Cow 18,2022-02-14,570.3691735592986,20.535016434230208,52.02551070329829
1065,Cow 18,2022-02-15,526.6288736606514,17.906024451935416,28.432580391865972
1066,Cow 18,2022-02-16,418.3937070779645,15.46841609477716,44.75940251223154
1067,Cow 18,2022-02-17,536.9017737298304,20.169254567877463,75.96857594632033
1068,Cow 18,2022-02-18,508.836766400818,27.346536143269574,62.92746105060054
1069,Cow 18,2022-02-19,518.880664390642,19.487772977798944,57.10737893953528
1070,Cow 18,2022-02-20,448.76315908885,14.924709779889152,52.627059741299526
1071,Cow 18,2022-02-21,331.3497430392475,21.26652976354061,46.46330024776991
1072,Cow 18,2022-02-22,261.6886503344297,30.987565397437898,46.05706525992583
1073,Cow 18,2022-02-23,466.50235198401936,26.271607652370275,48.13479337046974
1074,Cow 18,2022-02-24,344.39327831814416,22.8082707633521,45.576339035631655
1075,Cow 18,2022-02-25,429.33735909990224,12.342194578244909,50.881694592044255
1076,Cow 18,2022-02-26,340.1317987713498,21.053670164805947,39.043760002285424
1077,Cow 18,2022-02-27,514.7153412018603,13.524111267849515,50.5506351385657
1078,Cow 18,2022-02-28,561.9788802746407,9.845922993635998,65.68526345394088
1079,Cow 18,2022-03-01,348.673950657384,29.718394025777325,66.33469598546705
1080,Cow 19,2022-01-01,434.4210574162567,24.851821532993796,55.78770870153569
1081,Cow 19,2022-01-02,465.1701171876647,27.49859803571891,50.62811802262955
1082,Cow 19,2022-01-03,528.0411402191241,21.39351604574838,63.839916032062476
1083,Cow 19,2022-01-04,191.63990917577462,28.399818096338308,52.860715383954826
1084,Cow 19,2022-01-05,476.7219085745376,21.44949535826341,35.18874958649677
1085,Cow 19,2022-01-06,155.00918344451532,17.5678738031395,52.460886122959266
1086,Cow 19,2022-01-07,430.28811980593224,22.89744577355876,43.732381484292006
1087,Cow 19,2022-01-08,587.1410740765912,18.70872210769096,48.08637486166323
1088,Cow 19,2022-01-09,421.80067929343505,14.721968282893581,50.41022767607321
1089,Cow 19,2022-01-10,386.6124309758131,15.324946750138338,30.387681872626167
1090,Cow 19,2022-01-11,384.3151546263733,9.173246218307243,43.47816054484805
1091,Cow 19,2022-01-12,261.53152785921986,9.421476784041364,59.936534765828846
1092,Cow 19,2022-01-13,520.9093419443452,21.532979001300276,60.30197954086189
1093,Cow 19,2022-01-14,367.09611920634427,15.362879980776693,70.06773475990236
1094,Cow 19,2022-01-15,440.72534736304993,25.157498373144303,61.60672687066582
1095,Cow 19,2022-01-16,576.255436819415,12.709568174359514,46.19056339138515
1096,Cow 19,2022-01-17,393.7461256910907,17.301210057511994,54.500106862725474
1097,Cow 19,2022-01-18,572.6457002567371,24.103666764732004,45.8314278922755
1098,Cow 19,2022-01-19,493.22782461947065,24.121257139939292,45.970905017795616
1099,Cow 19,2022-01-20,512.6562813332669,16.081821579157985,50.09517880473419
1100,Cow 19,2022-01-21,345.9633896374085,19.838035033733473,55.28452940155171
1101,Cow 19,2022-01-22,391.0563261374891,13.439700687591264,47.3625907854847
1102,Cow 19,2022-01-23,516.7871627171784,14.422970695058368,61.54772040762291
1103,Cow 19,2022-01-24,458.2391797242463,14.064829785282056,53.38885380281124
1104,Cow 19,2022-01-25,537.4481784764589,23.51060978193562,45.07535161974168
1105,Cow 19,2022-01-26,522.8831488803906,20.029884070554754,49.646729920982274
1106,Cow 19,2022-01-27,574.983097944527,22.688399965284248,70.87664094601722
1107,Cow 19,2022-01-28,579.734339383872,14.301869853816651,39.62834552445281
1108,Cow 19,2022-01-29,456.3886256682314,29.394028858268136,22.637777443949485
1109,Cow 19,2022-01-30,515.7237094783547,14.353232286402262,59.44632239261584
1110,Cow 19,2022-01-31,611.3510013779277,24.365204281870312,48.81038821305526
1111,Cow 19,2022-02-01,478.0085144507255,28.663025155024116,39.46759405126264
1112,Cow 19,2022-02-02,343.0427801206846,17.837370147417197,41.364282573497164
1113,Cow 19,2022-02-03,536.859733872737,10.446839992002326,55.74098520405586
1114,Cow 19,2022-02-04,584.084342428082,24.735867324416255,55.192553763936644
1115,Cow 19,2022-02-05,572.0347212061915,24.9986715991457,40.81048408035568
1116,Cow 19,2022-02-06,279.55623572602696,29.633770442006195,53.58816883924921
1117,Cow 19,2022-02-07,494.8359532211906,15.156511795001908,66.04519816331803
1118,Cow 19,2022-02-08,534.687162848123,16.9661383461815,49.704884764833615
1119,Cow 19,2022-02-09,587.2378156378118,18.724168227110365,30.632200508992348
1120,Cow 19,2022-02-10,581.625139203441,23.113465109904098,37.368740661393325
1121,Cow 19,2022-02-11,475.994233137413,25.83369023956974,38.5295873463912
1122,Cow 19,2022-02-12,452.1619729982678,14.81572716581115,43.7518394511159
1123,Cow 19,2022-02-13,351.2907772298263,14.910510284031192,44.91415652985741
1124,Cow 19,2022-02-14,512.2167610343471,19.527097294645944,41.644497911566035
1125,Cow 19,2022-02-15,488.9458443462464,21.903589419650693,46.964761126118034
1126,Cow 19,2022-02-16,435.51020188809144,15.647097195094126,37.25799854594969
1127,Cow 19,2022-02-17,375.56493538290607,26.760802882261842,33.17661512646545
1128,Cow 19,2022-02-18,457.82096006613443,23.982818021057046,30.446993253786367
1129,Cow 19,2022-02-19,439.80928614806845,19.94764633565394,55.55772686588258
1130,Cow 19,2022-02-20,662.7918658513806,9.182930658043901,42.59109054121665
1131,Cow 19,2022-02-21,575.945541919565,22.91026540312333,31.56790936412531
1132,Cow 19,2022-02-22,394.6321104416211,18.42311285803496,62.847765188322455
1133,Cow 19,2022-02-23,320.4851010730019,23.745090938315712,43.82991428132233
1134,Cow 19,2022-02-24,432.6366788095639,10.98263565501214,49.00398274444074
1135,Cow 19,2022-02-25,323.54569475893754,20.205454703606872,49.99131303289182
1136,Cow 19,2022-02-26,403.2318233376391,19.287403962148918,30.087564984598835
1137,Cow 19,2022-02-27,630.9618742791629,19.80536357642823,45.79034844993311
1138,Cow 19,2022-02-28,568.0762782080975,32.4809465111679,36.00131002155434
1139,Cow 19,2022-03-01,339.51092542929473,21.41182186973161,35.261660102953
1140,Cow 20,2022-01-01,472.37448808296034,19.977420176927286,50.54834326000086
1141,Cow 20,2022-01-02,350.9802048882523,30.761707405317075,46.281640618938475
1142,Cow 20,2022-01-03,568.5742033176416,27.02614210218292,53.506371945886684
1143,Cow 20,2022-01-04,449.9484223939043,24.95720371718083,46.63737720347129
1144,Cow 20,2022-01-05,638.3169778198048,19.880629948957132,47.82685589061611
1145,Cow 20,2022-01-06,569.9930986548344,21.45012147619354,42.08168024583526
1146,Cow 20,2022-01-07,399.45456859394153,13.518856090546254,61.57729953299881
1147,Cow 20,2022-01-08,325.1868859674805,21.515453734488997,54.28667672230637
1148,Cow 20,2022-01-09,595.28975779789,23.818726167918797,80.11585389968985
1149,Cow 20,2022-01-10,308.7422560852551,17.85770714662246,62.94327823138847
1150,Cow 20,2022-01-11,456.49233948483146,17.310580237715833,48.89444561687575
1151,Cow 20,2022-01-12,517.0777237168894,23.156403576150957,45.73289919116043
1152,Cow 20,2022-01-13,462.5819069908296,22.232459402434774,37.74355270916088
1153,Cow 20,2022-01-14,594.7484114212004,13.328187772409034,17.141347868663324
1154,Cow 20,2022-01-15,488.09437674461327,25.55960929046898,52.477846719701795
1155,Cow 20,2022-01-16,499.39165897755527,19.425558868749448,49.8476647893394
1156,Cow 20,2022-01-17,381.92308654988454,25.940218923638916,42.97721150364545
1157,Cow 20,2022-01-18,505.79182639167624,11.53641331133002,52.52583428817247
1158,Cow 20,2022-01-19,618.9559210670039,27.428655815701426,44.71318276537831
1159,Cow 20,2022-01-20,367.1105173308385,19.30560747301759,59.30846566743073
1160,Cow 20,2022-01-21,267.491422041137,19.124984093581222,63.07928348546399
1161,Cow 20,2022-01-22,491.4978649266348,20.924972481752253,57.10491320487254
1162,Cow 20,2022-01-23,359.35636151523465,24.470753262507607,52.665099771091825
1163,Cow 20,2022-01-24,425.0473361391925,27.73565539271555,59.160530799105544
1164,Cow 20,2022-01-25,397.1336147148473,11.250342969318414,64.14255858721901
1165,Cow 20,2022-01-26,227.93437113619754,22.148366108189865,54.32450312754043
1166,Cow 20,2022-01-27,472.3540877181171,19.432458467055763,52.10448205721604
1167,Cow 20,2022-01-28,510.7069018604526,20.85958953127867,64.81307889549552
1168,Cow 20,2022-01-29,339.6496505037773,20.685920085041968,57.8716959481235
1169,Cow 20,2022-01-30,266.1489032606697,15.472555632389202,62.73747971392958
1170,Cow 20,2022-01-31,429.0951940966806,22.20816566501466,55.03588029129906
1171,Cow 20,2022-02-01,443.214934354604,32.454875978978166,51.235787384449246
1172,Cow 20,2022-02-02,529.6057842585808,10.384428274392096,62.25627292797635
1173,Cow 20,2022-02-03,398.99548747857045,23.709469040662654,42.421271549789296
1174,Cow 20,2022-02-04,555.1599612011748,17.368067446377033,40.8371002091574
1175,Cow 20,2022-02-05,426.8500850546805,20.740480522399924,51.5272385796133
1176,Cow 20,2022-02-06,314.8974489949269,17.51593220973514,61.25909176839801
1177,Cow 20,2022-02-07,517.0126929292594,21.2982152060905,66.95697248654295
1178,Cow 20,2022-02-08,551.0906702032479,10.688499307503413,52.04697698045983
1179,Cow 20,2022-02-09,413.1337361320418,12.818635455141976,57.151272170558734
1180,Cow 20,2022-02-10,344.90104262525773,23.417656412748208,63.3793126046013
1181,Cow 20,2022-02-11,585.558250726007,11.730830861684785,43.79056764024236
1182,Cow 20,2022-02-12,621.1554644753755,31.120072660179403,41.668650530305044
1183,Cow 20,2022-02-13,440.8785538514644,23.720595164641402,48.66752416145975
1184,Cow 20,2022-02-14,580.3002120021536,23.432649973952483,49.37122680517465
1185,Cow 20,2022-02-15,562.9794994323366,12.99984074283649,46.35146780203272
1186,Cow 20,2022-02-16,362.41594677947313,26.549607388588985,47.272866734601344
1187,Cow 20,2022-02-17,383.9773516861317,21.61767391597037,50.304913876265616
1188,Cow 20,2022-02-18,551.6781777251135,21.412514328136087,45.68559225817767
1189,Cow 20,2022-02-19,459.7435434346815,19.375206358025245,46.470787454467064
1190,Cow 20,2022-02-20,478.3622865248912,27.37781878263567,51.25377451243496
1191,Cow 20,2022-02-21,404.99618521904773,18.478319851910843,57.649133955704706
1192,Cow 20,2022-02-22,456.94166593401684,19.77300043962647,57.144845418124774
1193,Cow 20,2022-02-23,427.55845212445143,16.713407250193118,49.4821943484545
1194,Cow 20,2022-02-24,317.9057647148593,17.631377582959527,37.08571801718766
1195,Cow 20,2022-02-25,423.8482515806805,13.13669295773344,51.95744594846247
1196,Cow 20,2022-02-26,170.63551223066622,9.128939137501442,63.87549264385205
1197,Cow 20,2022-02-27,356.61163328098297,14.281347744285675,60.23213934143286
1198,Cow 20,2022-02-28,499.0932533033564,15.976540792918424,53.40502552556132
1199,Cow 20,2022-03-01,447.9892025389642,12.320865882340492,59.31634871588011
1200,Cow 21,2022-01-01,565.9638098337747,11.257375550117738,58.1318362544839
1201,Cow 21,2022-01-02,407.38616643127307,19.768847439818874,33.44359210281824
1202,Cow 21,2022-01-03,374.84096235571656,13.841541504506333,61.785176352149534
1203,Cow 21,2022-01-04,366.7071790174877,13.399882266975066,36.58837072590718
1204,Cow 21,2022-01-05,552.3994959926979,27.974897226758976,42.474921171913365
1205,Cow 21,2022-01-06,356.6365540550099,18.14316606045448,61.15306486097904
1206,Cow 21,2022-01-07,359.0338033323484,20.383700640491345,62.640050064013785
1207,Cow 21,2022-01-08,451.92332065576255,21.76056058675421,56.61143400235072
1208,Cow 21,2022-01-09,495.6506535123499,19.16850763836507,52.87732096869588
1209,Cow 21,2022-01-10,354.06849179311223,18.17427111244427,37.16798434648162
1210,Cow 21,2022-01-11,443.32819269151474,20.779277173088694,47.73204762251557
1211,Cow 21,2022-01-12,445.5584162129907,18.574515465183097,48.76954405785159
1212,Cow 21,2022-01-13,514.13852760909,22.84343816029643,62.00421424383882
1213,Cow 21,2022-01-14,650.9967371416267,18.976983795603065,36.45079192664798
1214,Cow 21,2022-01-15,311.51465659124597,27.121290490115364,55.4170923371613
1215,Cow 21,2022-01-16,547.2555769249594,25.695922126186037,34.82633718668923
1216,Cow 21,2022-01-17,478.10629491430285,19.825730136576517,42.33916713543264
1217,Cow 21,2022-01-18,361.2084672763357,16.405872144630443,60.67580428581422
1218,Cow 21,2022-01-19,357.57191147830014,23.00728295533923,35.26812800454852
1219,Cow 21,2022-01-20,268.0446740624868,15.707873797763042,53.74743147494128
1220,Cow 21,2022-01-21,379.1555206134407,22.240728648559116,49.66294401965233
1221,Cow 21,2022-01-22,242.47016804095963,13.01891387236409,40.97914161935889
1222,Cow 21,2022-01-23,411.1793424133655,23.24479030794621,44.52268377347343
1223,Cow 21,2022-01-24,479.6225531763499,14.94542333770335,59.10491429855833
1224,Cow 21,2022-01-25,444.53567440208997,15.212320003123049,38.23810752824103
1225,Cow 21,2022-01-26,578.3773276365662,18.3392598877421,39.60020259262064
1226,Cow 21,2022-01-27,493.93811002081986,15.84178085627466,59.361329969421085
1227,Cow 21,2022-01-28,564.5210196873636,13.946948394567213,53.96441309458585
1228,Cow 21,2022-01-29,536.5242863519276,17.204860879819595,47.57161822150513
1229,Cow 21,2022-01-30,535.301555739909,12.904674871613292,47.74364738077985
1230,Cow 21,2022-01-31,507.2487859165787,17.220395571008556,50.38639548741681
1231,Cow 21,2022-02-01,445.0501162782815,15.525496347071716,45.09575693469266
1232,Cow 21,2022-02-02,570.0553785981687,15.798521007778316,44.07885626433511
1233,Cow 21,2022-02-03,562.094471772039,20.778598075923806,30.77315453147477
1234,Cow 21,2022-02-04,652.4453681029465,23.649395775081192,52.606716963899345
1235,Cow 21,2022-02-05,624.0394700793752,15.158959122518894,53.89783856799657
1236,Cow 21,2022-02-06,518.4926580993084,31.110729868546933,56.47527495099968
1237,Cow 21,2022-02-07,482.60326588333027,23.073163018772558,29.798305787831495
1238,Cow 21,2022-02-08,314.5871440579521,19.8262860345891,77.33696136535661
1239,Cow 21,2022-02-09,338.2701600751536,18.33016824718546,44.976774948762205
1240,Cow 21,2022-02-10,353.6985668102821,27.16588262968502,53.49614455262246
1241,Cow 21,2022-02-11,507.91582001987945,24.471495231052934,57.87824370605806
1242,Cow 21,2022-02-12,447.2268824108675,29.22398460879915,49.81400151350601
1243,Cow 21,2022-02-13,440.569729190258,12.879444898838443,48.917453189598056
1244,Cow 21,2022-02-14,284.1553190159732,28.070214569323745,54.92898799843392
1245,Cow 21,2022-02-15,575.8345028894099,14.522480097834535,59.1948978221259
1246,Cow 21,2022-02-16,339.6684978578144,16.571334662982096,41.58473288046937
1247,Cow 21,2022-02-17,387.7495054316775,12.446440329361533,50.59192019061501
1248,Cow 21,2022-02-18,526.4021402867204,20.27711431918835,40.0429164791404
1249,Cow 21,2022-02-19,355.8355193013763,25.700175509339246,18.043445523563722
1250,Cow 21,2022-02-20,432.6790468202309,26.17904080596304,48.70202619837174
